4,1,2.609286831
3,2,0.490855939
8,2,0.245427969
9,2,1.304643416
10,2,1.627574954
2,3,0.490855939
5,3,0.241552791
8,3,0.413352369
10,3,0.1679244
1,4,2.609286831
5,4,0.080087022
9,4,0.477938677
3,5,0.241552791
4,5,0.080087022
6,5,0.322931539
7,5,1.911754708
8,5,1.046298185
9,5,0.322931539
5,6,0.322931539
8,6,1.369229723
5,7,1.911754708
8,7,1.692161262
9,7,1.524236862
2,8,0.245427969
3,8,0.413352369
5,8,1.046298185
6,8,1.369229723
7,8,1.692161262
9,8,0.723366646
10,8,2.42844517
2,9,1.304643416
4,9,0.477938677
5,9,0.322931539
7,9,1.524236862
8,9,0.723366646
2,10,1.627574954
3,10,0.1679244
8,10,2.42844517
